fk1,fk2,v1,id
2,1,MC4yMDY2MTIwMDc3OTExOTY2,442
3,2,MC43ODQ3MTQ5Mjk1Nzk2NTA2,443
4,3,MC42NzcyMDc5MTUwNDM5NDcz,444
5,4,MC44NjM4MjU0MDI2NTY2MjI2,445
6,5,MC41OTg3OTgzODM3ODc5OTIx,446
7,6,MC42OTgzNjM4Njg0MDE5OTY1,447
8,0,MC43Njg0MTA1MDIwNTMyNzY5,448
9,1,MC4xMTQwOTA1MDE2NzIwNTY3,449
10,2,MC42MjU3NDMyNjgxNDk0MDM0,450
0,3,MC40OTkwNjM3NDIwMjU2MDMzMw==,451
1,4,MC45NzcxMzg3MTYxOTc0MjY0,452
2,5,MC41OTQwNjE3ODAyOTI4NjA0,453
3,6,MC40ODkwMDExOTgxNzg5Mjc5NQ==,454
4,0,MC40MDQ3NDQ1NTk3NjA3NzMwNg==,455
5,1,MC43NzMzNDEzMTgxMDYzNjY5,456
6,2,MC40MzM4Nzc0NjY3MDc1ODcy,457
7,3,MC44OTgyMTcyMzA1MDc0MjEx,458
8,4,MC4yNjU4MjYyOTY3ODMzMjk4,459
9,5,MC41MzAzNDIxMDA4NzU0MTE2,460
10,6,MC45NzQzODE1MDQ2NDAxODUy,461
0,0,MC4zOTM3NzQ0NjE0MDkzMjIyNg==,462
1,1,MC41MDU5MzUwNTM5NTk2MzI2,463
2,2,MC4wMzQ4MjAwOTE1MDM5Mjc3Mw==,464
3,3,MC44NzAxNjM2NDk5MDYwMTk5,465
4,4,MC40MDg0MTU2MTQ3Mzk4MzY5,466
5,5,MC4xNDg3Nzk0MTcxODYwMjM3Mg==,467
6,6,MC4yNzQzNjkwMTg5MTM5MTQ0,468
7,0,MC4yNDM1MDkyODc3OTAwODAy,469
8,1,MC43ODI2MzM0MzYyMzI4MTk0,470
9,2,MC42NTA1ODgzMzgzMDcxNTM5,471
10,3,MC41ODQ4ODUwMjMwMjkzMDI=,472
0,4,MC41NDkwMzEzMDEyMzExOA==,473
1,5,MC4wOTI3MTI1ODM3ODY2MDc0,474
2,6,MC4wNDEwMzAwOTAzNjg0MjU4NjQ=,475
3,0,MC43MDYzNzMzOTUxNDIyMjgz,476
4,1,MC43NTk1NjQ3Mjg5NzY1MDEz,477
5,2,MC44MTY0NjY4MDAzMzA2NzA0,478
6,3,MC4xOTY5NzIzNTA1NDcwNzYz,479
7,4,MC4zODc4NDM1NTU5Mzc5MDQ=,480
8,5,MC4yOTM0MDE1Mzc3OTM4OTgy,481
9,6,MC45NDAyNjYzMjYzOTk2,482
10,0,MC41Nzc5NTYxOTYzOTAyMzE3,483
0,1,MC40MzI3NjE1NzkyMjAxMDA2,484
1,2,MC43MTI4Mjg5Mzk0MzgwMDc3,485
2,3,MC42Nzc5OTM5NzUwNzc4OTI3,486
3,4,MC42MzQwNjgyNjE5MjQzMjk0,487
4,5,MC42OTYxNzYxNDg2NTUwNTc=,488
5,6,MC4xNzkwNzI3NDQxNjU5MTMxMg==,489
6,0,MC4xNjE4MjY2OTAwMTA3NzczMg==,490
7,1,MC41NTk1MjE0NjE4OTcwMDA0,491
8,2,MC44NjY1NDI4MTE5Njg5ODU=,492
9,3,MC41MzMxNDM4NzkzOTYzOTY0,493
10,4,MC4yNzAzNjY5MDUxOTI1MzYzNw==,494
0,5,MC4wMjk5NzYxODQzMjQ3NTQ3OTU=,495
1,6,MC4wODUyNjE5MTQ2NTM5NTk3MQ==,496
2,0,MC4xMTM2MTM4OTM4MDM5NTYxNQ==,497
3,1,MC42OTAwNTUzNjAwNDA3OTY2,498
4,2,MC4xNzQ3NjU1OTU4ODQyMTk4,499
5,3,MC4zMTEzNDc1NzkxNDU5MjUyNg==,500
6,4,MC43ODgxMzM2MTQzMjkxMzkz,501
7,5,MC42MzgwMDc1MDA3NTA0NTM5,502
8,6,MC44NjY2MDAxODMxNzEzMzU3,503
9,0,MC43NDA3MTgxMDU2Njg3MTM1,504
10,1,MC41MTAxMDQ5ODU4MDE5NzMy,505
0,2,MC40MjE1NzcxNDYxOTI0ODI0Mw==,506
1,3,MC43NzM3MzAzNDk2MDIxNjE4,507
2,4,MC44MzIwNzA0NjU0NzE3OTM1,508
3,5,MC45NTY5ODA4MDE5Njc0OTI5,509
4,6,MC4zNzg2Njc0NDQzMDcxMDI3NQ==,510
5,0,MC4xNjM1MDQxMzIwOTU4ODk2NQ==,511
6,1,MC44ODc4MTQxNjg1MTE5MDk0,512
7,2,MC4yMTg1NTE0MDk1NjQxNzk1,513
8,3,MC4zNjMzMDM1MjYxMTc0MDY0Ng==,514
9,4,MC44MTQwNTQ2NDA4ODI0NTAz,515
10,5,MC4xNDY4NzE4OTU4MDI1MTQ1OA==,516
0,6,MC4xMzMyNzE1MDMxMTkzNjc3NQ==,517
1,0,MC4yMjU0MjIzMzYwNTY1MjM4NA==,518
2,1,MC43MDQ0NTQyMzg3OTI4NTI=,519
3,2,MC43NjE2NTkzMTIyMTM2NzQ2,520
4,3,MC45MDkyNzE2MjU4NjkzNzU3,521
5,4,MC43OTQwNjcyMzIxMTA0MTkz,522
6,5,MC40MzUwMTIxNDMyNDgzOTE0NA==,523
7,6,MC4yMTU2ODcxOTYzMTU2MzQ2,524
8,0,MC4xMDQ4NjYxNzY1MjUxODUzNw==,525
9,1,MC40MjQyMDA2Mjg5NjE5NjU3NQ==,526
10,2,MC4yMDc5NDQzMzE2MjkxMDky,527
0,3,MC4zODk4NDEyNDk0MzUwNDc3,528
1,4,MC45MTIxODA4ODU4NDgyNjg=,529
2,5,MC4wMTEzOTYyNTUyNDI3MTQ1OTI=,530
3,6,MC42NzY0NzM5NzA1OTI3Mjc=,531
4,0,MC40ODkzNDIxNzkwMzM0NTEx,532
5,1,MC4xOTI1MDYxNjE3OTAxMTM5Mw==,533
6,2,MC44MzQ2MTkyNzU5OTY5Mjcy,534
7,3,MC42NzAxNjA2NjAzOTIxODM1,535
8,4,MC4yMzcxMTQ4MTMyNDA1ODU5Mg==,536
9,5,MC40NjY4NDc4NTk0NDcxOTk0,537
10,6,MC40MDc4NTIzNTIxODI5MzYwMw==,538
0,0,MC44NjI4ODc0MDgyMjM1Nzc=,539
1,1,MC42OTA5MDg3ODE0NDcxMTEz,540
2,2,MC4wMTM0MzkwNTMzNTc0ODAzMDI=,541
3,3,MC45Nzc0OTIxOTIzNzI2NjM0,542
4,4,MC45NTM4NzQwMjM3MjM2NTYz,543
5,5,MC4wMjUxMjAyMjI0NzY3MDA2NQ==,544
6,6,MC44ODg0NTU1MTY4MTU4ODg1,545
7,0,MC4xNjA5MDQ1ODMxNDEwMjI2Mw==,546
8,1,MC42NjMyMjUyMzI3NTMzMDI2,547
9,2,MC4wODcxNDc2NTM5NjgwNzQxMQ==,548
10,3,MC43MjI4OTEwMDM1NDAyMjE2,549
0,4,MC45NzM2MzY1NjA2OTE1NjM2,550
1,5,MC4zMzYxNTI1NjE3ODQwMjg3NQ==,551
2,6,MC40MjU3MzQ1MzA3OTIxMzMz,552
3,0,MC43NDcyNTQzMDQ2NTUwMDM=,553
4,1,MC4wNjgwODg2ODY2MzM2NDQ5OA==,554
5,2,MC4wODY3MTU4MjY2MjY0MDE1NA==,555
6,3,MC44NDkyOTIyNTM4MzAxOTU=,556
7,4,MC41NTAzNDkyMjk1NjAxNjA0,557
8,5,MC43MTU2NDA5MjgyODQ5NTIz,558
9,6,MC40OTQ3OTQyMjM3NTUyNDEz,559
10,0,MC40NjY0MjkwMDQzMDE0MjAz,560
0,1,MC41NjE2NzU5ODU3ODEzMzMz,561
1,2,MC45MTg0NTY4MjgyOTkxOTc0,562
2,3,MC4yMzg0MTYzMzUyNzExNDUzNg==,563
3,4,MC4yMjM5NDM2ODQzOTAyNTQzNg==,564
4,5,MC45MTczNzM0NTU4OTQzODU3,565
5,6,MC4wMjc3Mjg0NjgzODM4MTI3MQ==,566
6,0,MC44ODcxODI2MTI2MjQ1MzIy,567
7,1,MC4wNDk1NTkzMDU2NTkwMDg2OA==,568
8,2,MC42OTMyODkzNTAxNjIxMDU5,569
9,3,MC4yMTAyODAzMjUzMjM0NTUx,570
10,4,MC4zNzU1NTAzNDI4MTQzNjk4Mw==,571
0,5,MC44NjAxNTIxMzMxNDkzNDAy,572
1,6,MC4wNDg4NTg3NzA5MDAzNDY2MjY=,573
2,0,MC4wNzEwODYzNDk0NTY5MDAwNw==,574
3,1,MC4xOTIyNzM5NTY3MTA4Mzc0Nw==,575
4,2,MC41Njk0MTA4NjA5NzI3NDUy,576
5,3,MC40NTEyNjg3NzE1MjUzNzE2,577
6,4,MC45NzMyMzQxMjA5ODg0OTc3,578
7,5,MC4yNjk0MjY0MTcxMjkyMzI1NA==,579
8,6,MC4zNTczMzM5MzQwNjk5MzA1,580
9,0,MC4yNTQ0NjUwNzY1OTAwNzc=,581
10,1,MC41MTE2MTc0NDQ3NjQ3MTU=,582
0,2,MC4wOTY0OTAwMzExMDMzMTkzMw==,583
1,3,MC45OTg4NDg0NTM0MjM2NDE1,584
2,4,MC4xMTc5MDI0ODQ0NjU4NDg3Mg==,585
3,5,MC4zOTAyMjg3MTMyOTMyOTc=,586
4,6,MC4wNjY3NjIyOTU5NTk5NzE1Mg==,587
5,0,MC40NTk1ODAzODIxMDA3MTkwNQ==,588
6,1,MC44MjUzODYzOTAyNzk4NTA2,589
7,2,MC4yNDQ2NDEzNjcxODgwODAzOA==,590
8,3,MC45NTkyMDYwMzEyNzc4Nzk2,591
9,4,MC4wMTIxNTExOTM3Mzc3ODkwNTc=,592
10,5,MC41NTY0MzI5MDg0MTgwODM2,593
0,6,MC42NTQyMTA4NTgxNTAzNjMy,594
1,0,MC42OTU5NTg2NDI0NTgzNzM3,595
2,1,MC4wNjc2OTM1NTM0OTI2NjEyNg==,596
3,2,MC42MzUzNDcwMDgzMDk5OTM3,597
4,3,MC4xODE4MzM4ODg1NzY1MTkwNQ==,598
5,4,MC42ODg4NzQwODY3MTkzNDk5,599
6,5,MC41NjM3MTAxMjEyNTIxNDI5,600
7,6,MC41MDQ0MjA3NDE4NjIzNDgy,601
8,0,MC4yNTIyNDI4MzI5MTkyNjIy,602
9,1,MC4wNjg2ODQ3Mzk5ODA1MjMwNQ==,603
10,2,MC40NzI2NDA5NjE3ODQzMDkzNw==,604
0,3,MC4xMjM0NTA4MDU3NzQ1MzY5Mw==,605
1,4,MC4zNTIzMzgxMjYwMzkzNTE5,606
2,5,MC43MTkwODQyMTQ1NDM1NTIz,607
3,6,MC4yMzcyNzM0MjAwNTg0NjI5Nw==,608
4,0,MC40MTIxOTEzNDE5NzAwMDcz,609
5,1,MC42MjY3ODczMTQzMzA2OTg1,610
6,2,MC40NzU5OTk2NDI0ODUxMDk0,611
7,3,MC4wNTkwNjk5MTM1OTExMDA3,612
8,4,MC4xNzE1Njc2ODQ3MTM3NjQ5Mw==,613
9,5,MC4xNDA0MDE3MDk5Mjg3MjE4,614
10,6,MC45NDYzODQ3MDAzOTkzODE5,615
0,0,MC4zNjAzNjExOTk4NTY1NDc4,616
1,1,MC4xMTIxNzQ3NjQyMzExMTEwNg==,617
2,2,MC4xMTUwMzcyNzYyMzYzNjQ2Mg==,618
3,3,MC4wODU4MTQyNDExNjMyMw==,619
4,4,MC4zMTg5MTk2MTE2Nzg5NjY=,620
5,5,MC45MjAwNjA5ODI3MDk0ODM=,621
6,6,MC42MTQ3NDkwMTU3MTc0NTIy,622
7,0,MC42NjUxOTI2NDA5ODc4Mjk2,623
8,1,MC4yMjI3MjQ4ODI3MzcwMzM2,624
9,2,MC42NDQyMTU3NjcxODk3MDg3,625
10,3,MC4wOTUwNTI1MTA4MzMxNTU1OA==,626
0,4,MC42NDcwMTkwODkyNDgyNTc4,627
1,5,MC40MjE1MjIwMzM2NDI0NTI=,628
2,6,MC42Mjg0NTYwMDc1ODE0MDU5,629
3,0,MC4wNjk0Mzc3NTY5NjYwNjc2OQ==,630
4,1,MC45MjYyMDQ3MDIzNjExNTc5,631
5,2,MC43NjA5NDA1MzA0MzYxNTA2,632
6,3,MC44NTA4MTcxMzM5ODk5ODM1,633
7,4,MC43OTk4MzIwMTkxNTM4ODEy,634
8,5,MC43NTEwMzU3NTQ2ODgzOTI5,635
9,6,MC4wNDkyMTM1MzYxNDk5MjE0MQ==,636
10,0,MC40MTU0MDUxMTkzODgzMDg4,637
0,1,MC43MDIwNzc2MDkxMjg0MTUy,638
1,2,MC40NzYzNTU4ODkwNTkxMzQ4NA==,639
2,3,MC4wOTc0NTY1NzM2NjkyNTA1Mw==,640
3,4,MC4zNDU3OTI3NzU4NzQzMjI1Ng==,641
4,5,MC4yNjQxNjM2NTMzMzIxMjU3Nw==,642
5,6,MC44ODUxMzcwNjcwNjM2MTcx,643
6,0,MC41OTk4NjczMzc0MzQ3MzI4,644
7,1,MC40NTc4MjE0NDcxNTkxMjQy,645
8,2,MC4zOTY4Mjg0Njg0Njc0MjU3,646
9,3,MC4zNDg0NDcxNDc2MzM5NDgzNQ==,647
10,4,MC43ODA2Njg1NTA3MDQ4OTM2,648
0,5,MC43NTMxMzU1NDc2NjY2ODM3,649
1,6,MC4yNDAzMjE0MDg5ODk5NDQ3,650
2,0,MC42NjA1MTk5NzI1MjA3MjQ2,651
3,1,MC4yMjEzMzE2MzQ0MjE0NjM3NQ==,652
4,2,MC40ODkwNjIwNTkwMzIzOTc0,653
5,3,MC4wMDU3OTY3NjIzMDI2MzI0ODU1,654
6,4,MC4zNzM1MDg2MjE3MjA1Mzcy,655
7,5,MC4zODQxNjg0NTMxODI2MTg2,656
8,6,MC4zNjE3NDM1ODY5ODc5MDE=,657
9,0,MC40OTk2MjU1NTEwODMwMjQ4Nw==,658
10,1,MC45NjkyMzA4MjYyMTA1MTI3,659
0,2,MC43OTM0Nzg1OTk1MDA5MjI0,660
1,3,MC45Njc3NDUzMTAxNzg1Mjc=,661
2,4,MC4yMzcwODEwNDg2MTM2MTU1Ng==,662
3,5,MC45MTgwNDE4NTYwMTU0NDY2,663
4,6,MC4yODYyODQ4NDMzNzcwODU4,664
5,0,MC4wMjk2MTM2NTg0MDM4OTQ3Mzg=,665
6,1,MC4yMTk0NDAzMjc5NzY2ODM1Ng==,666
7,2,MC44MDYxODAxODUwODM1NjA1,667
8,3,MC4xMDk5MDYwNjYxMzQxNDAzMw==,668
9,4,MC41NTQxMDMyMDE1MzgzMzAx,669
10,5,MC42NDc5MTU0MDY4MzkxNTI5,670
0,6,MC4xNTcxMDM3MDUyMzkyNzMy,671
1,0,MC43MzE2Mzg0MDQzNDY0ODc1,672
2,1,MC4wOTk3OTQ5MzY0NzI5MzY5MQ==,673
3,2,MC43MTMzMDkxNDYzMTk3ODc4,674
4,3,MC4zMjU2MTg4MzQ5NjI0NDk4,675
5,4,MC43Njk3Mjc4MjE5MzY5MjYx,676
6,5,MC4yMjE2MzAzMzMxNTIyMzc4,677
7,6,MC40NTg1MTgxMjI4MzMzMjY5NA==,678
8,0,MC4xNTgwNTUxOTM1NTE3MTA4Mw==,679
9,1,MC45ODE4OTEzOTMyODAyNTA5,680
10,2,MC42NDk2MjIxMzUwNDIxNjI5,681
0,3,MC4zNzcxMjAxNTMyMzQ3NDI4,682
1,4,MC4wNjE3OTQwMDQ2MTM1ODc2NA==,683
2,5,MC45NTI4ODg1NjAxMzg4Mjk2,684
3,6,MC43NDYxMzgyNTgzNzg2NjQ4,685
4,0,MC4yODI2Mzk1NzU3MTQzNDQ1,686
5,1,MC4yODA2NDg4MjIyNzA3Mzc2,687
6,2,MC45MjkxODE3NzU3NjcyNjE2,688
7,3,MC43OTk0ODYyMzQzOTUxNjE1,689
8,4,MC45MjQwOTQwNDY2MjI0MDk3,690
9,5,MC44NzUzNzg4NDQ1MzEyNTQ=,691
10,6,MC44NDQ5MTA5OTI3NTA2OTU0,692
0,0,MC4yMTI3NTAyMjM3MzY0ODA0NQ==,693
1,1,MC42NTgxNzgwNDcxMTYxMTU0,694
2,2,MC4wNjg5MDc5NDM5NDY0MTI5OA==,695
3,3,MC4zMjMyMDI5NTczMTI1ODYx,696
4,4,MC43Njk4NjE4NjU2OTE3MDQy,697
5,5,MC45NjU5Njc3NjUyMjMyMzc3,698
6,6,MC4wMzM2MDQzMDk4NzI1MjkwNQ==,699
7,0,MC42Njc0Njg5Mjk0Mzc2ODk0,700
8,1,MC45ODM4MTk4NjkzODc4MDcx,701
9,2,MC4zNTMwNzM4MDQ0ODExOTM4NQ==,702
10,3,MC4yMzM5MTI0NDI0NzkwMTY3Nw==,703
0,4,MC40NDY0MzE5Njg5ODU4OTE1NQ==,704
1,5,MC45OTI2MTE1MTE4MzQ0Mzk1,705
2,6,MC4wMzk2MTUxMjcwMTE5NzU4OQ==,706
3,0,MC40OTA5NTQxMzkyNDE0MTg3Mw==,707
4,1,MC45MDY4NDc3MTcyNDAwMDQ5,708
5,2,MC4yOTE1NjU4OTgyODI4OTgwMw==,709
6,3,MC41MDI3NzkwNTE2MTIzNzI4,710
7,4,MC4wODM1OTkxNjAwNTMzOTI3NA==,711
8,5,MC41MTIwNTkwMzcwMTE5OTY=,712
9,6,MC4wMTU1Mzk4OTQyMDY4ODY4NA==,713
10,0,MC42MTAwMTA1MjQyMDQ2NzU0,714
0,1,MC41MzI4ODA0Nzg2Njg0NzI1,715
1,2,MC41MjA1OTIwOTUwMTQwMzk0,716
2,3,MC40NjU3OTAyMzYzNDE0Mjc0Nw==,717
3,4,MC44MTcxNzQyOTk1ODk0NDIy,718
4,5,MC45MjQ0MjYwOTg1NTgwOTUx,719
5,6,MC42NzQ4NjczNDQ2NzA4MjI1,720
6,0,MC4yMjIwMDMwNjk3MTY0NDEzNQ==,721
7,1,MC4yNTc4NTUxMDM3NDk1MTkzNw==,722
8,2,MC41MDU0MzA5MjA4MTQ4NDY=,723
9,3,MC41MzIxMjg0ODcwMzU4NDMz,724
10,4,MC43NzcwMjYxMzM2NTQxMzUy,725
0,5,MC4wNTI2OTE4NTU1NzQ4NzA1NQ==,726
1,6,MC41NTgzNDg2NDMzMjMzMTEy,727
2,0,MC42MjUxOTgzMzMyNDM0MzMz,728
3,1,MC42NTE1MDgzOTE2MTU1MzA5,729
4,2,MC4yMDI5NzMzNTE4NjYwODExMg==,730
5,3,MC40ODUwMDEwMjc2NTc1NTQ3,731
6,4,MC42NDk3NjAzMDA1NTgxMDAz,732
7,5,MC43ODc0OTE4MzI3NDk2MTIx,733
8,6,MC4xODYxMTAyNzYyMzU3OTA4,734
9,0,MC4xNDczODExMzA0MDc3NjE0Ng==,735
10,1,MC4wNTk2OTkwNjk3NzM4MDU5,736
0,2,MC4xOTY3NjA1MjMzNDI1MjUyNQ==,737
1,3,MC40MjA5NTE3MDY5NjU1NDg0,738
2,4,MC45NjY5OTc5NTUyNzQyMjY4,739
3,5,MC41NDYwMzU0NDEzNzY5NDQz,740
4,6,MC41MzI3OTYyNzMxMDIwNjE2,741
5,0,MC4zNjE5MTc1ODU5OTc4MzA4Ng==,742
6,1,MC41NDE2MjcyNjkwNTEyMjky,743
7,2,MC4yOTA2MjExMDE0NjY4NzQ5,744
8,3,MC43MDM1MTU0OTEwNzkzNTI2,745
9,4,MC40NTgwMjg1MjMzNzMxNTk2,746
10,5,MC45NzE3NDIwNjg1MjU3Mzk0,747
0,6,MC44OTU1MTk5NTQzODY4NjEy,748
1,0,MC4yMDIzODkwNzc1ODg3NjYyMw==,749
2,1,MC45NjA0NzU5NDk3MzE2Mjg=,750
3,2,MC45MjY2MzQ5MTcwNjI3MTA1,751
4,3,MC43OTg0NzM5MjUwNDQ3NjY4,752
5,4,MC42NTc3ODUyNTM2MzQyMzMy,753
6,5,MC45MzU5MjMwMTU2NjExNjg0,754
7,6,MC40NDU2MDc4Mzc2NzI3OTYz,755
8,0,MC4yOTYwOTQyNjIzNDk0OTI3Nw==,756
9,1,MC42NDUxMzU5MTQ5NTk3NDE=,757
10,2,MC4wOTg4MjMzODI5NDUwNTE3Nw==,758
0,3,MC4yMjY2NDI5MTAyNDg1MzA3OA==,759
1,4,MC43ODY3MzUwNzEzMTg1NTkx,760
2,5,MC4yODUwODg2MTc4NTMyMjAxNQ==,761
3,6,MC4zMTc5NDYxMTkzMDExMjYxNQ==,762
4,0,MC4xMTk5MDEyNDczMjk3MTMxOQ==,763
5,1,MC4wNjQxNjA0NDQ0NTQ0NTQxMg==,764
6,2,MC44NDc4NDMyODMwODM5MDEz,765
7,3,MC41MDA5ODg1MjU5MzYwMzE0,766
8,4,MC42NjUzMzY2NzMxMTI4MDU=,767
9,5,MC44OTU2MjE4NDEwNTIzMjU1,768
10,6,MC45NDE3MjgyODAyMzczMzQ1,769
0,0,MC45MDg3ODE5NTk4MDIyNDA1,770
1,1,MC4zOTMxMzQ3OTc5MDI3Njg2,771
2,2,MC4wNTE1OTc3ODg5MDI5NzcyOA==,772
3,3,MC41ODMxMDcyNjY2NjYzODE1,773
4,4,MC4yNjMxOTU3OTk4NzY4NDQwNQ==,774
5,5,MC43NzcxNzU1NzA0ODk5MDg2,775
6,6,MC4wNTA1MTk1NDUwNDI5MzU1NA==,776
7,0,MC4zODExOTgxNzkyNTc5NjU3Mw==,777
8,1,MC45NjIzNzkxMzE1MTExNzM4,778
9,2,MC40NTUzMDAzNTM3NTA4NzY0,779
10,3,MC44MzUzMzc2NDg1NDY3NTc=,780
0,4,MC4xNjIwOTE1NjA1MTEyMzk4NQ==,781
1,5,MC44OTU2MDk2MTg4ODQwNDQz,782
2,6,MC41NDMwMzM2NDY5NDMwMjU4,783
3,0,MC4yNjk0MzMzNzM2Nzc0Mjk2,784
4,1,MC4yNzkzMjIwNDA1NzU5NDA5,785
5,2,MC41NDYwNzU4Nzk0ODUzNTIz,786
6,3,MC42ODYzMjUxNzk3Nzc2NzI=,787
7,4,MC4zODk3ODM5MTI3Mzc3MDk2,788
8,5,MC45NjUwODQxNzIxNTc1ODQ1,789
9,6,MC45NzEwNTgwODMwNzA4MjYx,790
10,0,MC4wODkxMTg0MTIzODU3MzU1OQ==,791
0,1,MC4zOTQxNzMxNjI5MDE1ODU3Nw==,792
1,2,MC4wMTAyMzEyNDg1MjQwNzQ1MzI=,793
2,3,MC4wMjQ0OTQ3MDM4NDA0NjA0ODY=,794
3,4,MC4wOTk5NzEzMDE4MjMwMDY3Mw==,795
4,5,MC4zMjM5MTAyNjgwNjYxMDI3,796
5,6,MC45OTUwMjYxNjIzNzQxMjk4,797
6,0,MC43Mjg0Nzk1Mjk5NDE3NDY5,798
7,1,MC4wNDkzNzE1MDcwMTkyNjc5Ng==,799
8,2,MC40NDI3NzU4MjczNjYxOTExNA==,800
9,3,MC4xODU3NTMwMTEwNjE2NTg0Mg==,801
10,4,MC44Mjc5NTQ1NTEzODk5Mzgx,802
0,5,MC4zNDkwMzI2MjEzOTg5OTYxNg==,803
1,6,MC4zNjA3MTk1MDg4Njk5OTc0,804
2,0,MC41OTEzOTk0ODgyODM1Njg2,805
3,1,MC4yMTE4Nzg0ODcwMzQ5MzUxNw==,806
4,2,MC41MTk4MjQ2OTAwMTA0MDU0,807
5,3,MC40NTE4NjA2OTk0MDEwOTk1,808
6,4,MC4yMzMxMDY4NTg5MDA1NDUxNw==,809
7,5,MC44MjIxMTE1NDM0NjUwMDk3,810
8,6,MC44NzA1NTQ5MTI0ODgxMDI4,811
9,0,MC4wMzc1OTE1NDgwODMxNzAzMzQ=,812
10,1,MC44NjE3ODA5OTY2MjcxMDcz,813
0,2,MC4xMDc4NTQxMDk0NzY0NDc0Nw==,814
1,3,MC4wMzQ3OTI5MTc3NjYxMjg5Mg==,815
2,4,MC4yNzU3Mzk4MjE3OTk0NDk5,816
3,5,MC43Mzk4MTE1MTU0ODc2OTE4,817
4,6,MC4xNzE2MTA1OTIzNTQ4NTAx,818
5,0,MC4wMjI0ODg4MjQ0Njg2NzYwNg==,819
6,1,MC41MTgxMDgyNTgzNTM2MjQx,820
7,2,MC40NTE0NjgzMzQwNTYwODYy,821
8,3,MC40MjU4NjM0MzUzNjU5NjMyNw==,822
9,4,MC40NTg3OTU1NDU1MTMwNDA0Nw==,823
10,5,MC44MTY3MzgwNTg4MTg2MDQ=,824
0,6,MC40OTI4Mjc0MTI4MTQ2NzY1Nw==,825
1,0,MC45NTE2ODYwODU4MzI0NzI=,826
2,1,MC41ODY3NzgyMTI2MzkxODgy,827
3,2,MC4yNzI0NTE5NTkyMjgxNTk4,828
4,3,MC43ODQzMTQ4MzM1NTI3NTAy,829
5,4,MC42MDg1MTI5NDczMzcyNTA2,830
6,5,MC42Nzg1MjI1NDgyOTc2MzQ5,831
7,6,MC41NjIyOTQ1MjQ2OTk2NDc1,832
8,0,MC45ODQyNjU4NzI0ODEwNDc1,833
9,1,MC44Nzk0NjMyNzY5NjkyMjk3,834
10,2,MC4wMDYyMTY5MTM1ODIyMjYyMDI=,835
0,3,MC43NzE2MjE2MTgxMzAyNDY4,836
1,4,MC40Nzk3Njg1Nzc4NDM1NDQx,837
2,5,MC41NTk0NDkzODEwNjMyMDY3,838
3,6,MC41MTQ5OTUzMDQ3MjE5MDA1,839
4,0,MC44MDk5MDAwMzgyODcxNzg3,840
5,1,MC44OTQyOTgwNjc1MzM5MTI5,841
6,2,MC43ODQzODc3ODMwMjg1NTI5,842
7,3,MC4wMzIyMzEyOTM4MzYxMzg4NzU=,843
8,4,MC43NjQyMDQwNTA1ODY1MTQ5,844
9,5,MC42NzU5OTg4NjcwNzUyMTYx,845
10,6,MC45MTMyMjc1MDc2NTYyMTcx,846
0,0,MC42NDg1MTExOTk3MTA5NjA1,847
1,1,MC42NzE5Mzk2OTM2NzExNDk3,848
2,2,MC4zNjgyNzM0MDQwNDgzMDMx,849
3,3,MC43NzgzMTQyMjc1ODk1Njg4,850
4,4,MC4xNzU3ODYxNjE4MjE1MTU2Mw==,851
5,5,MC45MDY5NzAyNzI5NDI4NTQ4,852
6,6,MC45ODUzNTA0MjMxNjM0MDc4,853
7,0,MC4yNTUxNjM1MTkzNzcwMTc1Mw==,854
8,1,MC4wNzczNTg4NDI2MTMwNzE5MQ==,855
9,2,MC4xNTMzNDQ1MDE2OTQ2NDg1Mw==,856
10,3,MC41Mjg4MzE2NzA2MjUwMjE4,857
0,4,MC4wNzA2MDM5OTA0NzYzNjMwMQ==,858
1,5,MC45Njc1NTMwODQ5OTk3NzQ0,859
2,6,MC40NzE2NzkxNTAzMjY3OTgz,860
3,0,MC41MTE0NjI4OTgyNzEwNzg5,861
4,1,MC41NDU5OTY3NDM5NTU2NzI=,862
5,2,MC4xMDQ4NzM2MzA3MjI1NzcyNw==,863
6,3,MC45Mjk2MDk2NzcyNDA0NDc5,864
7,4,MC4xNTkzNjQzNDc0NTEzMTQ5,865
8,5,MC4zMjUzODMxNjQzMzY3Nzg0,866
9,6,MC4zODUwODg0Mzk0MDY2MTYz,867
10,0,MC42MzIyOTI2MTM3OTA4MDIz,868
0,1,MC45Mzg1MjkyMjE0OTM1OTQx,869
1,2,MC4xNDgyODk1NDg5MTQ4MDQ2MQ==,870
2,3,MC43MTE1MzM2NjQ0MTYyODk0,871
3,4,MC40MDgwMzUxODY4Mjk2Nzky,872
4,5,MC4yMzQxNjc0NDMyNjI0MTk5,873
5,6,MC45NDYyMDI3NDkwNzUzNDMx,874
6,0,MC41MDg0ODU5MDY4MDAzOTM3,875
7,1,MC4wMzI4NTMwOTYwODIwNDY2Nw==,876
8,2,MC4zODk5NDgzNDQ2NjM0OTY5,877
9,3,MC41MjIzNjQyMzY5NjMxMTI1,878
10,4,MC41ODY2ODMzNjgxNzUzMTU3,879
0,5,MC41MDEzMDM0MzQzNTQxNzI5,880
1,6,MC44MTQ2NzQ3Nzk4MzIwMTk0,881
2,0,MC40MDcxMTk2MjgxNjM5ODQ1,882
