id,attribute,correct_val
592893,journal_issn,""
592893,article_jvolumn,45
592893,article_jissue,2
592893,article_jcreated_at,1/7/01
592893,article_pagination,290-293
592893,author_list,"\"{\"\"S. G. Jenkins\"\""
232775,article_title,Yoga may help manage binge eating disorder
232775,article_language,""
232775,journal_title,Focus on Alternative and Complementary Therapies
232775,jounral_abbreviation,""
232775,journal_issn,""
232775,article_jvolumn,15
232775,article_jissue,1
232775,article_jcreated_at,1/10/01
232775,article_pagination,Apr-43
232775,author_list,"\"{\"\"S. McIver\"\"}\""
631610,article_title,Meta-analyses of experimental data in animal nutrition.
631610,article_language,eng
631610,journal_title,Animal
631610,jounral_abbreviation,""
631610,journal_issn,1751-7311
631610,article_jvolumn,2
631610,article_jissue,8
631610,article_jcreated_at,1/8/08
631610,article_pagination,1203-14
631610,author_list,"\"{\"\"N R St-Pierre\"\""
901298,article_title,"Castor oil, bath and/or enema for cervical priming and induction of labour"
901298,article_language,""
901298,journal_title,Cochrane Database of Systematic Reviews
901298,jounral_abbreviation,""
901298,journal_issn,""
901298,article_jvolumn,0
901298,article_jissue,7
901298,article_jcreated_at,1/13/01
901298,article_pagination,""
901298,author_list,"\"{\"\"J. Kelly Anthony\"\""
456691,article_title,"The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past, Present, and Future."
456691,article_language,""
456691,journal_title,""
456691,jounral_abbreviation,""
456691,journal_issn,""
456691,article_jvolumn,0
456691,article_jissue,0
456691,article_jcreated_at,""
456691,article_pagination,""
456691,author_list,{NULL}
429995,article_title,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.
429995,article_language,eng
429995,journal_title,Diabet Med
429995,jounral_abbreviation,Diabetic medicine : a journal of the British Diabetic Association
429995,journal_issn,0742-3071
429995,article_jvolumn,23
429995,article_jissue,7
429995,article_jcreated_at,1/6/07
429995,article_pagination,729-35
429995,author_list,"\"{\"\"A Philotheou\"\""
709359,article_title,Remote presence proctoring by using a wireless remote-control videoconferencing system
709359,article_language,eng
709359,journal_title,""
709359,jounral_abbreviation,""
709359,journal_issn,""
709359,article_jvolumn,12
709359,article_jissue,2
709359,article_jcreated_at,1/5/01
709359,article_pagination,139-43
709359,author_list,"\"{\"\"C. D. Smith\"\""
690938,article_title,"Association of transforming growth factor-_1__T869C, G915C, and C509T gene polymorphisms with rheumatoid arthritis risk."
690938,article_language,eng
690938,journal_title,Journal of receptor and signal transduction research
690938,jounral_abbreviation,J. Recept. Signal Transduct. Res.
690938,journal_issn,1532-4281
690938,article_jvolumn,34
690938,article_jissue,6
690938,article_jcreated_at,1/14/12
690938,article_pagination,469-75
690938,author_list,"\"{\"\"Tian-Biao Zhou\"\""
910604,article_title,Sinus arrhythmia and pupil size in Chiari I malformation: Evidence of autonomic dysfunction
910604,article_language,English
910604,journal_title,Functional Neurology
910604,jounral_abbreviation,""
910604,journal_issn,0393-5264
910604,article_jvolumn,8
910604,article_jissue,4
910604,article_jcreated_at,1/1/93
910604,article_pagination,251-257
910604,author_list,"\"{\"\"P. Kruszewski\"\""
730191,article_title,"An observational study on the prevalence and pattern of opioid use in 25,479 patients with spine and radicular pain"
730191,article_language,English; ABSTRACT LANGUAGE:English
730191,journal_title,Spine
730191,jounral_abbreviation,Spine
730191,journal_issn,0362-2436
730191,article_jvolumn,27
730191,article_jissue,2
730191,article_jcreated_at,1/2/01
730191,article_pagination,201-205
730191,author_list,"\"{\"\"Girault G\"\""
42135,article_title,Selective loss of anterior pituitary volume with severe pituitary-gonadal insufficiency in poorly compliant male thalassemic patients with pubertal arrest.
42135,article_language,eng
42135,journal_title,Annals of the New York Academy of Sciences
42135,jounral_abbreviation,Ann. N. Y. Acad. Sci.
42135,journal_issn,0077-8923
42135,article_jvolumn,850
42135,article_jissue,-1
42135,article_jcreated_at,6/30/98
42135,article_pagination,479-82
42135,author_list,"\"{\"\"M Katz\"\""
835178,article_title,Localized deficiencies of folic acid in aerodigestive tissues
835178,article_language,eng
835178,journal_title,Ann N Y Acad Sci
835178,jounral_abbreviation,Annals of the New York Academy of Sciences
835178,journal_issn,0077-8923 (Print) 0077-8923
835178,article_jvolumn,669
835178,article_jissue,0
835178,article_jcreated_at,1/1/92
835178,article_pagination,87-95; discussion 95-6
835178,author_list,"\"{\"\"D. C. Heimburger\"\"}\""
335521,article_title,Overweight and obesity in young and middle age and early retirement: the ARIC study
335521,article_language,""
335521,journal_title,"Obesity (Silver Spring, Md.)"
335521,jounral_abbreviation,Obesity (Silver Spring)
335521,journal_issn,1930-7381
335521,article_jvolumn,17
335521,article_jissue,1
335521,article_jcreated_at,1/9/01
335521,article_pagination,143-9
335521,author_list,"\"{\"\"Jianwen Cai\"\""
22708,article_title,Comparing modelling techniques for analysing urban pluvial flooding.
22708,article_language,eng
22708,journal_title,Water science and technology : a journal of the International Association on Water Pollution Research
22708,jounral_abbreviation,Water Sci. Technol.
22708,journal_issn,0273-1223
22708,article_jvolumn,69
22708,article_jissue,2
22708,article_jcreated_at,1/14/01
22708,article_pagination,305-11
22708,author_list,"\"{\"\"J van der Meulen\"\""
704111,article_title,Unique failure mechanism of a femoral component after revision total hip arthroplasty.
704111,article_language,eng
704111,journal_title,Orthopedics
704111,jounral_abbreviation,Orthopedics
704111,journal_issn,1938-2367
704111,article_jvolumn,36
704111,article_jissue,10
704111,article_jcreated_at,1/13/10
704111,article_pagination,e1327-9
704111,author_list,"\"{\"\"Robert T Trousdale\"\""
804762,article_title,The impact of bleeding complications in patients receiving novel oral anticoagulants: A systematic review and metaanalysis
804762,article_language,English
804762,journal_title,Haematologica
804762,jounral_abbreviation,""
804762,journal_issn,0390-6078
804762,article_jvolumn,0
804762,article_jissue,0
804762,article_jcreated_at,1/14/01
804762,article_pagination,19th Congress of the European Hematology Association Milan Italy. Conference Start: 20140612 Conference End: 20140615. Conference Publication: (var.pagings). 99 (pp 233)
804762,author_list,"\"{\"\"T. Isayama\"\""
657210,article_title,From task characteristics to learning: A systematic review.
657210,article_language,ENG
657210,journal_title,Scandinavian journal of psychology
657210,jounral_abbreviation,Scand J Psychol
657210,journal_issn,1467-9450
657210,article_jvolumn,-1
657210,article_jissue,-1
657210,article_jcreated_at,2/17/10
657210,article_pagination,""
657210,author_list,"\"{\"\"Michiel A J Kompier\"\""
431896,article_title,"Daily step goal of 10,000 steps: A literature review."
431896,article_language,""
431896,journal_title,""
431896,jounral_abbreviation,""
431896,journal_issn,""
431896,article_jvolumn,0
431896,article_jissue,0
431896,article_jcreated_at,""
431896,article_pagination,""
431896,author_list,{NULL}
490584,article_title,[Effects of hand acupuncture therapy on sleep quality in sleep disrupted adults: verification by polysomnography and cerebral blood flow test]
490584,article_language,Korean
490584,journal_title,""
490584,jounral_abbreviation,""
490584,journal_issn,""
490584,article_jvolumn,37
490584,article_jissue,7
490584,article_jcreated_at,1/7/01
490584,article_pagination,1108-18
490584,author_list,"\"{\"\"E. H. Hwang\"\"}\""
929252,article_title,Supporting patient adherence to antiretrovirals using mobile phone reminders: patient responses from South India
929252,article_language,""
929252,journal_title,AIDS Care
929252,jounral_abbreviation,""
929252,journal_issn,0954-0121
929252,article_jvolumn,24
929252,article_jissue,5
929252,article_jcreated_at,1/12/01
929252,article_pagination,612-7
929252,author_list,"\"{\"\"K. Sidney\"\""
821382,article_title,Amyloid neuropathies
821382,article_language,English
821382,journal_title,Mount Sinai Journal of Medicine
821382,jounral_abbreviation,""
821382,journal_issn,""
821382,article_jvolumn,79
821382,article_jissue,6
821382,article_jcreated_at,1/12/01
821382,article_pagination,733-748
821382,author_list,"\"{\"\"J. Robinson-Papp\"\""
961741,article_title,A randomized study with a hyaluronic acid and chondroitin sulfate lotion for radiodermitis in breast cancer patients
961741,article_language,""
961741,journal_title,Radiotherapy and Oncology
961741,jounral_abbreviation,""
961741,journal_issn,""
961741,article_jvolumn,0
961741,article_jissue,0
961741,article_jcreated_at,""
961741,article_pagination,""
961741,author_list,"\"{\"\"Pardo-Masferrer J. Murcia M. Soto R. Gonzalez J. Alastuey I. Montemuino S. Ortiz I. Mena A\"\"}\""
925885,article_title,A systematic review on acupuncture for trigeminal neuralgia (Provisional abstract)
925885,article_language,""
925885,journal_title,Alternative Therapies in Health and Medicine
925885,jounral_abbreviation,""
925885,journal_issn,1078-6791
925885,article_jvolumn,16
925885,article_jissue,6
925885,article_jcreated_at,1/10/01
925885,article_pagination,30-35
925885,author_list,"\"{\"\"H Li\"\""
717315,article_title,Using Debate as a Pedagogical Tool in Enhancing Pre-Service Teachers' Learning and Critical Thinking
717315,article_language,""
717315,journal_title,Journal of International Education Research
717315,jounral_abbreviation,""
717315,journal_issn,2158-0979
717315,article_jvolumn,8
717315,article_jissue,2
717315,article_jcreated_at,1/12/01
717315,article_pagination,135-144
717315,author_list,"\"{\"\"Enniati Rusli\"\""
967781,article_title,Current status of diagnostic and therapeutic endoscopic ultrasonography
967781,article_language,English
967781,journal_title,Radiologic Clinics of North America
967781,jounral_abbreviation,""
967781,journal_issn,0033-8389 DO  - http://dx.doi.org/10.1016/j.rcl.2010.07.015
967781,article_jvolumn,39
967781,article_jissue,3
967781,article_jcreated_at,1/1/01
967781,article_pagination,449-+
967781,author_list,"\"{\"\"S. Mallery\"\""
928952,article_title,Are physicians and patients in agreement? Exploring dyadic concordance
928952,article_language,""
928952,journal_title,Health Education & Behavior
928952,jounral_abbreviation,""
928952,journal_issn,1090-1981
928952,article_jvolumn,40
928952,article_jissue,5
928952,article_jcreated_at,1/13/01
928952,article_pagination,603-11
928952,author_list,"\"{\"\"J. J. Coran\"\""
225002,article_title,Services for children and adolescents with autism spectrum disorders: payment issues.
225002,article_language,eng
225002,journal_title,Pediatric annals
225002,jounral_abbreviation,Pediatr Ann
225002,journal_issn,0090-4481
225002,article_jvolumn,38
225002,article_jissue,1
225002,article_jcreated_at,1/9/01
225002,article_pagination,57-61
225002,author_list,"\"{\"\"Lynn M Wegner\"\""
550350,article_title,Mapping Curriculum to Ed Tech and Industry Standards
550350,article_language,""
550350,journal_title,Learning & Leading with Technology
550350,jounral_abbreviation,""
550350,journal_issn,""
550350,article_jvolumn,33
550350,article_jissue,6
550350,article_jcreated_at,1/6/03
550350,article_pagination,14-17
550350,author_list,"\"{\"\"OR. International Society for Technology in Education"
622979,article_title,Processed meat consumption and stomach cancer risk: a meta-analysis.
622979,article_language,eng
622979,journal_title,Journal of the National Cancer Institute
622979,jounral_abbreviation,J. Natl. Cancer Inst.
622979,journal_issn,1460-2105
622979,article_jvolumn,98
622979,article_jissue,15
622979,article_jcreated_at,2/6/08
622979,article_pagination,1078-87
622979,author_list,"\"{\"\"Nicola Orsini\"\""
501663,article_title,The epidemiology of injury for an elite junior Australian Football cohort
501663,article_language,""
501663,journal_title,Journal of Science & Medicine in Sport
501663,jounral_abbreviation,""
501663,journal_issn,14402440
501663,article_jvolumn,15
501663,article_jissue,3
501663,article_jcreated_at,1/12/01
501663,article_pagination,207-212
501663,author_list,"\"{\"\"John Petkov\"\""
48738,article_title,"Prebiotics, immune function, infection and inflammation: a review of the evidence"
48738,article_language,eng
48738,journal_title,""
48738,jounral_abbreviation,""
48738,journal_issn,""
48738,article_jvolumn,101
48738,article_jissue,0
48738,article_jcreated_at,1/9/01
48738,article_pagination,"633-58 ST  - Prebiotics, immune function, infection and inflammation: a review of the evidence-"
48738,author_list,"\"{\"\"A. R. Lomax\"\""
143029,article_title,Steroids and antihistamines synergize to inhibit rat's airway smooth muscle contractility.
143029,article_language,ENG
143029,journal_title,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery
143029,jounral_abbreviation,Eur Arch Otorhinolaryngol
143029,journal_issn,1434-4726
143029,article_jvolumn,-1
143029,article_jissue,-1
143029,article_jcreated_at,8/13/14
143029,article_pagination,""
143029,author_list,"\"{\"\"Shao-Cheng Liu\"\""
667611,article_title,Reasons for and against participation in studies of medicinal therapies for women with breast cancer: a debate.
667611,article_language,eng
667611,journal_title,BMC Medical Research Methodology
667611,jounral_abbreviation,""
667611,journal_issn,1471-2288
667611,article_jvolumn,12
667611,article_jissue,-1
667611,article_jcreated_at,1/12/01
667611,article_pagination,25
667611,author_list,"\"{\"\"Marion Habersack\"\""
565079,article_title,The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.
565079,article_language,eng
565079,journal_title,Annals Of Surgery
565079,jounral_abbreviation,Ann Surg
565079,journal_issn,1528-1140
565079,article_jvolumn,260
565079,article_jissue,1
565079,article_jcreated_at,1/14/07
565079,article_pagination,46-55
565079,author_list,"\"{\"\"John M O__Callaghan\"\""
348006,article_title,Ultrasonically enhanced vancomycin activity against Staphylococcus epidermidis biofilms in vivo.
348006,article_language,eng
348006,journal_title,Journal of biomaterials applications
348006,jounral_abbreviation,J Biomater Appl
348006,journal_issn,0885-3282
348006,article_jvolumn,18
348006,article_jissue,4
348006,article_jcreated_at,1/4/04
348006,article_pagination,237-45
348006,author_list,"\"{\"\"R A Robison\"\""
55412,article_title,Cuneus and fusiform cortices thickness is reduced in trigeminal neuralgia.
55412,article_language,eng
55412,journal_title,The journal of headache and pain
55412,jounral_abbreviation,J Headache Pain
55412,journal_issn,1129-2377
55412,article_jvolumn,15
55412,article_jissue,-1
55412,article_jcreated_at,1/14/12
55412,article_pagination,17
55412,author_list,"\"{\"\"Thomas Martin Doring\"\""
546048,article_title,The Impact of Read Right: Semester-Only versus Year-Long Inplementation
546048,article_language,""
546048,journal_title,ProQuest LLC
546048,jounral_abbreviation,""
546048,journal_issn,978-1-2673-2110-7
546048,article_jvolumn,0
546048,article_jissue,0
546048,article_jcreated_at,1/13/01
546048,article_pagination,""
546048,author_list,"\"{\"\"John B. Sell\"\"}\""
979292,article_title,Muscle - tendon unit mechanical and morphological properties and sprint performance.
979292,article_language,eng
979292,journal_title,Journal of sports sciences
979292,jounral_abbreviation,J Sports Sci
979292,journal_issn,0264-0414
979292,article_jvolumn,25
979292,article_jissue,9
979292,article_jcreated_at,1/7/07
979292,article_pagination,1035-46
979292,author_list,"\"{\"\"Savvas Stafilidis\"\""
971456,article_title,An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance
971456,article_language,English
971456,journal_title,European Journal of Endocrinology
971456,jounral_abbreviation,""
971456,journal_issn,""
971456,article_jvolumn,154
971456,article_jissue,5
971456,article_jcreated_at,1/6/01
971456,article_pagination,715-721
971456,author_list,"\"{\"\"H. A. P. Pols\"\""
533193,article_title,Biofeedback dialysis for hypotension and hypervolemia: a systematic review and meta-analysis.
533193,article_language,eng
533193,journal_title,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
533193,jounral_abbreviation,Nephrol. Dial. Transplant.
533193,journal_issn,1460-2385
533193,article_jvolumn,28
533193,article_jissue,1
533193,article_jcreated_at,1/13/01
533193,article_pagination,182-91
533193,author_list,"\"{\"\"Elie A Akl\"\""
970436,article_title,Cytokine profiling of young overweight and obese female African American adults with prediabetes
970436,article_language,English
970436,journal_title,Cytokine
970436,jounral_abbreviation,Cytokine
970436,journal_issn,1096-0023
970436,article_jvolumn,64
970436,article_jissue,1
970436,article_jcreated_at,1/13/01
970436,article_pagination,310-5
970436,author_list,"\"{\"\"J. Bhagatwala\"\""
437969,article_title,Review of prasugrel for the secondary prevention of atherothrombosis.
437969,article_language,""
437969,journal_title,""
437969,jounral_abbreviation,""
437969,journal_issn,""
437969,article_jvolumn,0
437969,article_jissue,0
437969,article_jcreated_at,""
437969,article_pagination,""
437969,author_list,{NULL}
464335,article_title,Stereotactic radiosurgery for spinal metastases: a literature review. [Review]
464335,article_language,""
464335,journal_title,""
464335,jounral_abbreviation,""
464335,journal_issn,""
464335,article_jvolumn,0
464335,article_jissue,0
464335,article_jcreated_at,""
464335,article_pagination,""
464335,author_list,{NULL}
417782,article_title,Pancreatic surgery. A paradigm for progress in the age of the bottom line
417782,article_language,eng
417782,journal_title,Arch Surg
417782,jounral_abbreviation,"Archives of surgery (Chicago, Ill. : 1960)"
417782,journal_issn,0004-0010 (Print) 0004-0010
417782,article_jvolumn,130
417782,article_jissue,3
417782,article_jcreated_at,1/1/95
417782,article_pagination,240-6
417782,author_list,"\"{\"\"A. L. Warshaw\"\"}\""
979059,article_title,Difference in fascicle behaviors between superficial and deep quadriceps muscles during isometric contractions.
979059,article_language,ENG
979059,journal_title,Muscle & nerve
979059,jounral_abbreviation,Muscle Nerve
979059,journal_issn,1097-4598
979059,article_jvolumn,-1
979059,article_jissue,1
979059,article_jcreated_at,10/15/09
979059,article_pagination,""
979059,author_list,"\"{\"\"Hiroshi Akima\"\""
661572,article_title,Losing life and livelihood: a systematic review and meta-analysis of unemployment and all-cause mortality.
661572,article_language,eng
661572,journal_title,Social science & medicine (1982)
661572,jounral_abbreviation,Soc Sci Med
661572,journal_issn,1873-5347
661572,article_jvolumn,72
661572,article_jissue,6
661572,article_jcreated_at,1/11/03
661572,article_pagination,840-54
661572,author_list,"\"{\"\"David J Roelfs\"\""
132901,article_title,Evaluation of a rapidly rotating shift system for tolerance of nurses to nightwork.
132901,article_language,eng
132901,journal_title,International archives of occupational and environmental health
132901,jounral_abbreviation,Int Arch Occup Environ Health
132901,journal_issn,0340-0131
132901,article_jvolumn,65
132901,article_jissue,5
132901,article_jcreated_at,1/1/94
132901,article_pagination,305-11
132901,author_list,"\"{\"\"D Minors\"\""
245822,article_title,[Osteoporosis prevention in patients with low energy hip fractures hospitalized in the orthopedic department]
245822,article_language,dan
245822,journal_title,Ugeskr Laeger
245822,jounral_abbreviation,Ugeskrift for laeger
245822,journal_issn,0041-5782 (Print) 0041-5782
245822,article_jvolumn,164
245822,article_jissue,27
245822,article_jcreated_at,1/2/01
245822,article_pagination,Apr-41
245822,author_list,"\"{\"\"C. B. Mogensen\"\""
440401,article_title,American palm ethnomedicine: a meta-analysis..
440401,article_language,""
440401,journal_title,""
440401,jounral_abbreviation,""
440401,journal_issn,""
440401,article_jvolumn,0
440401,article_jissue,0
440401,article_jcreated_at,""
440401,article_pagination,""
440401,author_list,{NULL}
77389,article_title,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.
77389,article_language,eng
77389,journal_title,Critical reviews in oncology/hematology
77389,jounral_abbreviation,Crit. Rev. Oncol. Hematol.
77389,journal_issn,1879-0461
77389,article_jvolumn,84
77389,article_jissue,1
77389,article_jcreated_at,1/12/10
77389,article_pagination,130-48
77389,author_list,"\"{\"\"Emile E Voest\"\""
592817,article_title,Isolates and antibiotic resistance of culture-proven endophthalmitis cases presented to a referral center in Tehran
592817,article_language,eng
592817,journal_title,""
592817,jounral_abbreviation,""
592817,journal_issn,""
592817,article_jvolumn,19
592817,article_jissue,4
592817,article_jcreated_at,1/12/01
592817,article_pagination,361-3
592817,author_list,"\"{\"\"M. M. Parvaresh\"\""
169270,article_title,Public health impact of the 1992 Los Angeles civil unrest
169270,article_language,""
169270,journal_title,"Public health reports (Washington, D.C. : 1974)"
169270,jounral_abbreviation,Public Health Rep
169270,journal_issn,0033-3549
169270,article_jvolumn,108
169270,article_jissue,3
169270,article_jcreated_at,1/1/93
169270,article_pagination,265-72
169270,author_list,{NULL}
288711,article_title,Laparoscopic reversal of Hartmann's rectosigmoidectomy
288711,article_language,""
288711,journal_title,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland
288711,jounral_abbreviation,Colorectal Dis
288711,journal_issn,1462-8910
288711,article_jvolumn,10
288711,article_jissue,1
288711,article_jcreated_at,1/8/01
288711,article_pagination,81-83
288711,author_list,"\"{\"\"S. Slawik\"\""
184949,article_title,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey
184949,article_language,""
184949,journal_title,""
184949,jounral_abbreviation,""
184949,journal_issn,""
184949,article_jvolumn,22
184949,article_jissue,0
184949,article_jcreated_at,1/10/01
184949,article_pagination,562-569
184949,author_list,"\"{\"\"D. Buzducea\"\""
833251,article_title,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years
833251,article_language,""
833251,journal_title,Journal of Consulting and Clinical Psychology
833251,jounral_abbreviation,""
833251,journal_issn,""
833251,article_jvolumn,74
833251,article_jissue,1
833251,article_jcreated_at,1/6/01
833251,article_pagination,112-120
833251,author_list,"\"{\"\"E. Frank\"\""
470174,article_title,Value of spiral CT in hemodynamically stable patients following blunt chest trauma.
470174,article_language,eng
470174,journal_title,Computerized Medical Imaging and Graphics: The Official Journal of the Computerized Medical Imaging Society
470174,jounral_abbreviation,Comput Med Imaging Graph
470174,journal_issn,0895-6111
470174,article_jvolumn,22
470174,article_jissue,6
470174,article_jcreated_at,11/1/98
470174,article_pagination,447-52
470174,author_list,"\"{\"\"R Tello\"\""
315926,article_title,Preventing injuries through interventions for problem drinking: a systematic review of randomized controlled trials
315926,article_language,""
315926,journal_title,""
315926,jounral_abbreviation,""
315926,journal_issn,""
315926,article_jvolumn,34
315926,article_jissue,4
315926,article_jcreated_at,1/1/99
315926,article_pagination,609-21
315926,author_list,"\"{\"\"I. Roberts\"\""
901385,article_title,Nutrition and obstructed labor
901385,article_language,""
901385,journal_title,American Journal of Clinical Nutrition
901385,jounral_abbreviation,""
901385,journal_issn,""
901385,article_jvolumn,72
901385,article_jissue,1
901385,article_jcreated_at,""
901385,article_pagination,291S-297S
901385,author_list,"\"{\"\"O. A. Ladipo\"\""
787529,article_title,"Rationale, design and methods of the HEALTHY study nutrition intervention component"
787529,article_language,eng
787529,journal_title,Int J Obes (Lond)
787529,jounral_abbreviation,International journal of obesity (2005)
787529,journal_issn,0307-0565
787529,article_jvolumn,33
787529,article_jissue,0
787529,article_jcreated_at,1/9/01
787529,article_pagination,S29-36
787529,author_list,"\"{\"\"S. McCormick\"\""
431348,article_title,Atomoxetine treatment of children and adolescents with ADHD: Clinical questions and answers. (German)
431348,article_language,""
431348,journal_title,""
431348,jounral_abbreviation,""
431348,journal_issn,""
431348,article_jvolumn,0
431348,article_jissue,0
431348,article_jcreated_at,""
431348,article_pagination,""
431348,author_list,{NULL}
441393,article_title,The novel applications of the quantitative analysis of neutrophil cell surface FcgammaRI (CD64) to the diagnosis of infectious and inflammatory diseases.
441393,article_language,""
441393,journal_title,""
441393,jounral_abbreviation,""
441393,journal_issn,""
441393,article_jvolumn,0
441393,article_jissue,0
441393,article_jcreated_at,""
441393,article_pagination,""
441393,author_list,{NULL}
481882,article_title,Inhibition of cisplatin-induced lipid catabolism and weight loss by ghrelin in male mice.
481882,article_language,eng
481882,journal_title,Endocrinology
481882,jounral_abbreviation,Endocrinology
481882,journal_issn,1945-7170
481882,article_jvolumn,154
481882,article_jissue,9
481882,article_jcreated_at,1/13/09
481882,article_pagination,3118-29
481882,author_list,"\"{\"\"Thomas Scherer\"\""
572425,article_title,Primary cutaneous large B-cell lymphoma of the legs: a distinct clinical pathologic entity treated with CD20 monoclonal antibody (rituximab).
572425,article_language,eng
572425,journal_title,American Journal of Clinical Oncology-Cancer Clinical Trials
572425,jounral_abbreviation,""
572425,journal_issn,0277-3732
572425,article_jvolumn,24
572425,article_jissue,3
572425,article_jcreated_at,1/1/06
572425,article_pagination,237-40
572425,author_list,"\"{\"\"D M Aboulafia\"\"}\""
581864,article_title,Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case Demonstration
581864,article_language,""
581864,journal_title,International Journal of Behavioral Consultation and Therapy
581864,jounral_abbreviation,""
581864,journal_issn,1555-7855
581864,article_jvolumn,2
581864,article_jissue,3
581864,article_jcreated_at,1/6/01
581864,article_pagination,432-438
581864,author_list,"\"{\"\"Marcie W. Handler\"\""
455406,article_title,Green tea in dermatology. [Review]
455406,article_language,""
455406,journal_title,""
455406,jounral_abbreviation,""
455406,journal_issn,""
455406,article_jvolumn,0
455406,article_jissue,0
455406,article_jcreated_at,""
455406,article_pagination,""
455406,author_list,{NULL}
696362,article_title,Teaching Calculus and Other Challenging Courses to Nontraditional and At-Risk Students at a Research University.
696362,article_language,""
696362,journal_title,McNeill Mathematics Program
696362,jounral_abbreviation,College Teaching
696362,journal_issn,87567555
696362,article_jvolumn,54
696362,article_jissue,4
696362,article_jcreated_at,1/6/01
696362,article_pagination,291-297
696362,author_list,"\"{\"\"C. G. Mendez\"\"}\""
504206,article_title,Tropical infection after a case of total hip arthroplasty.
504206,article_language,eng
504206,journal_title,The Journal of hospital infection
504206,jounral_abbreviation,J. Hosp. Infect.
504206,journal_issn,1532-2939
504206,article_jvolumn,87
504206,article_jissue,3
504206,article_jcreated_at,1/14/07
504206,article_pagination,179-81
504206,author_list,"\"{\"\"E Senneville\"\""
800900,article_title,Chronic pelvic pain.
800900,article_language,eng
800900,journal_title,Best practice & research. Clinical gastroenterology
800900,jounral_abbreviation,Best Pract Res Clin Gastroenterol
800900,journal_issn,1532-1916
800900,article_jvolumn,23
800900,article_jissue,4
800900,article_jcreated_at,1/9/01
800900,article_pagination,593-610
800900,author_list,"\"{\"\"Andrew Paul Baranowski\"\"}\""
235689,article_title,Obstetrical anal sphincter laceration and anal incontinence 5-10 years after childbirth
235689,article_language,eng
235689,journal_title,Am J Obstet Gynecol
235689,jounral_abbreviation,American journal of obstetrics and gynecology
235689,journal_issn,0002-9378 (Print) 0002-9378
235689,article_jvolumn,207
235689,article_jissue,5
235689,article_jcreated_at,1/12/01
235689,article_pagination,425.e1-6
235689,author_list,"\"{\"\"K. C. McDermott\"\""
659896,article_title,Comparative effectiveness of instructional design features in simulation-based education: systematic review and meta-analysis.
659896,article_language,eng
659896,journal_title,Medical teacher
659896,jounral_abbreviation,Med Teach
659896,journal_issn,1466-187X
659896,article_jvolumn,35
659896,article_jissue,1
659896,article_jcreated_at,1/13/01
659896,article_pagination,e867-98
659896,author_list,"\"{\"\"Benjamin Zendejas\"\""
84944,article_title,Body mass index and outcome of ASC-H-interpreted cervical smears in postmenopausal women.
84944,article_language,eng
84944,journal_title,Acta cytologica
84944,jounral_abbreviation,Acta Cytol.
84944,journal_issn,Jan-47
84944,article_jvolumn,56
84944,article_jissue,3
84944,article_jcreated_at,1/12/01
84944,article_pagination,259-65
84944,author_list,"\"{\"\"Jae Jun Lee\"\""
326944,article_title,Plasma concentration of asymmetric dimethylarginine and the risk of coronary heart disease: rationale and design of the multicenter CARDIAC study.
326944,article_language,eng
326944,journal_title,Atherosclerosis. Supplements
326944,jounral_abbreviation,Atheroscler Suppl
326944,journal_issn,1567-5688
326944,article_jvolumn,4
326944,article_jissue,4
326944,article_jcreated_at,1/3/12
326944,article_pagination,29-32
326944,author_list,"\"{\"\"Andreas M_gge\"\""
922795,article_title,[Toxicology and clinical significance of base-catalized degradation of sevoflurane to Compound A].
922795,article_language,ger
922795,journal_title,Schlafst_rungen bei kritisch kranken patienten
922795,jounral_abbreviation,""
922795,journal_issn,17-Mar
922795,article_jvolumn,45
922795,article_jissue,-1
922795,article_jcreated_at,2/1/96
922795,article_pagination,S10-3
922795,author_list,"\"{\"\"R M Jones\"\""
768486,article_title,"Functionality and feedback: a protocol for a realist synthesis of the collation, interpretation and utilisation of PROMs data to improve patient care"
768486,article_language,eng
768486,journal_title,BMJ Open
768486,jounral_abbreviation,""
768486,journal_issn,2044-6055
768486,article_jvolumn,4
768486,article_jissue,7
768486,article_jcreated_at,1/14/01
768486,article_pagination,e005601
768486,author_list,"\"{\"\"C. Mills\"\""
428363,article_title,Case report. Cutaneous cryptococcosis in a patient with systemic erythematous lupus.
428363,article_language,eng
428363,journal_title,Mycoses
428363,jounral_abbreviation,Mycoses
428363,journal_issn,0933-7407
428363,article_jvolumn,44
428363,article_jissue,9
428363,article_jcreated_at,1/1/11
